"utilization_type","state","ndc","labeler_code","product_code","package_size","year","quarter","suppression_used","product_name","units_reimbursed","number_of_prescriptions","total_amount_reimbursed","medicaid_amount_reimbursed","non_medicaid_amount_reimbursed"
"MCOU","XX","00169706515",169,7065,"15",2020,4,FALSE,"GLUCAGEN",3262,2581,935608.29,918959.09,16649.2
"MCOU","XX","00597005301",597,53,"1",2020,4,FALSE,"",14,19,2664.91,2495.48,169.43
"FFSU","XX","00597005345",597,53,"45",2020,4,FALSE,"GlucaGen 1",174.6,156,36804.79,29893.34,6911.45
"MCOU","XX","00597005345",597,53,"45",2020,4,FALSE,"GlucaGen 1",356.8,312,52553.16,49327.96,3225.2
"FFSU","XX","00597026010",597,260,"10",2020,4,FALSE,"GlucaGen D",375.102,333,73922.31,59164.72,14757.59
"MCOU","XX","00597026010",597,260,"10",2020,4,FALSE,"GlucaGen D",1306,1143,263535.12,241642.72,21892.4
"FFSU","XX","63323058282",63323,582,"82",2020,4,FALSE,"Glucagon E",449,318,126972.54,121243.36,5729.18
"MCOU","XX","63323058282",63323,582,"82",2020,4,FALSE,"Glucagon E",928,726,256846.62,253565.91,3280.71
"FFSU","XX","63323059303",63323,593,"3",2020,4,FALSE,"Glucagon f",83,70,13802.7,12905.68,897.02
"MCOU","XX","63323059303",63323,593,"3",2020,4,FALSE,"Glucagon f",262,152,28220.54,26729.86,1490.68
"FFSU","XX","63323059403",63323,594,"3",2020,4,FALSE,"Glucagon 1",50,48,10186.92,9384.63,802.29
"MCOU","XX","63323059403",63323,594,"3",2020,4,FALSE,"Glucagon 1",163,150,50137.16,46154.15,3983.01
"MCOU","XX","63323059603",63323,596,"3",2020,4,FALSE,"",21,21,5086.53,3561.66,1524.87
"FFSU","XX","63323059606",63323,596,"6",2020,4,FALSE,"",11,11,2357.17,1729.31,627.86
"MCOU","XX","63323059606",63323,596,"6",2020,4,FALSE,"",23,21,5221.08,4373.93,847.15
"FFSU","XX","63323059613",63323,596,"13",2020,4,FALSE,"Glucagon f",25,25,4704.82,4524.96,179.86
"MCOU","XX","63323059613",63323,596,"13",2020,4,FALSE,"Glucagon f",78,60,10998.67,10998.67,0
"MCOU","XX","63323059616",63323,596,"16",2020,4,FALSE,"Glucagon f",27,27,3398,3078.07,319.93
"FFSU","XX","72065012012",72065,120,"12",2020,4,FALSE,"Gvoke Hypo",17.5,75,43678.14,34437.01,9241.13
"MCOU","XX","72065012012",72065,120,"12",2020,4,FALSE,"Gvoke Hypo",55,245,142761.69,132670.74,10090.95
"FFSU","XX","72065012111",72065,121,"11",2020,4,FALSE,"Gvoke Hypo",6.2,18,6778.1,6210.9,567.2
"FFSU","XX","72065012112",72065,121,"12",2020,4,FALSE,"Gvoke Hypo",129.8,288,179494.77,156117.12,23377.65
"MCOU","XX","72065012112",72065,121,"12",2020,4,FALSE,"Gvoke Hypo",448.2,1094,607266.15,552140.63,55125.52
"FFSU","XX","72065013011",72065,130,"11",2020,4,FALSE,"Gvoke PFS",8.5,44,24246.7,22097.98,2148.72
"MCOU","XX","72065013011",72065,130,"11",2020,4,FALSE,"Gvoke PFS",8.9,56,24285.66,22995.94,1289.72
"FFSU","XX","72065013012",72065,130,"12",2020,4,FALSE,"Gvoke PFS",8.8,20,24235.15,24224.51,10.64
"MCOU","XX","72065013012",72065,130,"12",2020,4,FALSE,"Gvoke PFS",6.9,35,18967.52,18040.97,926.55
"FFSU","XX","72065013111",72065,131,"11",2020,4,FALSE,"Gvoke PFS",34,89,49683.44,45225.89,4457.55
"MCOU","XX","72065013111",72065,131,"11",2020,4,FALSE,"Gvoke PFS",79,271,111813.35,102297.18,9516.17
"FFSU","XX","72065013112",72065,131,"12",2020,4,FALSE,"Gvoke PFS",28,54,40595.65,32728.05,7867.6
"MCOU","XX","72065013112",72065,131,"12",2020,4,FALSE,"Gvoke PFS",88,209,122369.2,117053.74,5315.46
"FFSU","XX","00002614511",2,6145,"11",2020,3,FALSE,"BAQSIMI",2934,1679,804198.54,735373.04,68825.5
"MCOU","XX","00002614511",2,6145,"11",2020,3,FALSE,"BAQSIMI",4089,2677,1076352,1015028.87,61323.13
"FFSU","XX","00002614527",2,6145,"27",2020,3,FALSE,"BAQSIMI",3775,1813,1028256.57,933733.88,94522.69
"MCOU","XX","00002614527",2,6145,"27",2020,3,FALSE,"BAQSIMI",6576,3243,1730822.64,1556953.31,173869.33
"FFSU","XX","00002803101",2,8031,"1",2020,3,FALSE,"GLUCAGON",14672,9740,4057150.17,3772492.23,284657.94
"MCOU","XX","00002803101",2,8031,"1",2020,3,FALSE,"GLUCAGON",33734.001,24341,9089144.69,8748905.82,340238.87
"FFSU","XX","00169706515",169,7065,"15",2020,3,FALSE,"GLUCAGEN",2002,1589,556983.73,538205.13,18778.6
"MCOU","XX","00169706515",169,7065,"15",2020,3,FALSE,"GLUCAGEN",3402,2658,980762.66,962476.72,18285.94
"FFSU","XX","00597005345",597,53,"45",2020,3,FALSE,"GlucaGen 1",165.6,142,32830.75,31240.03,1590.72
"MCOU","XX","00597005345",597,53,"45",2020,3,FALSE,"GlucaGen 1",405.15,352,63492.71,59905.83,3586.88
"FFSU","XX","00597026010",597,260,"10",2020,3,FALSE,"GlucaGen D",392,337,70824.19,57955.07,12869.12
"MCOU","XX","00597026010",597,260,"10",2020,3,FALSE,"GlucaGen D",1199,1061,248354.29,217604.96,30749.33
"FFSU","XX","63323058282",63323,582,"82",2020,3,FALSE,"Glucagon E",361,244,101501.95,99794.36,1707.59
"MCOU","XX","63323058282",63323,582,"82",2020,3,FALSE,"Glucagon E",700.2,546,199515.99,195489.73,4026.26
"FFSU","XX","63323059303",63323,593,"3",2020,3,FALSE,"Glucagon f",73,69,11866.21,10914.01,952.2
"MCOU","XX","63323059303",63323,593,"3",2020,3,FALSE,"Glucagon f",278,154,42063.44,38240.72,3822.72
"FFSU","XX","63323059403",63323,594,"3",2020,3,FALSE,"Glucagon 1",74.5,70,15242.89,12824.11,2418.78
"MCOU","XX","63323059403",63323,594,"3",2020,3,FALSE,"Glucagon 1",160.5,144,41085.19,38794.22,2290.97
"MCOU","XX","63323059603",63323,596,"3",2020,3,FALSE,"",24,23,4724.59,4724.59,0
"FFSU","XX","63323059606",63323,596,"6",2020,3,FALSE,"",13,13,2299.42,2134.12,165.3
"MCOU","XX","63323059606",63323,596,"6",2020,3,FALSE,"",48,46,9906.37,8791.27,1115.1
"FFSU","XX","63323059613",63323,596,"13",2020,3,FALSE,"Glucagon f",23,21,3963.08,3625.98,337.1
"MCOU","XX","63323059613",63323,596,"13",2020,3,FALSE,"Glucagon f",101,57,8815.4,8599.1,216.3
"MCOU","XX","63323059616",63323,596,"16",2020,3,FALSE,"Glucagon f",37,34,5162.74,4854.86,307.88
"FFSU","XX","72065012012",72065,120,"12",2020,3,FALSE,"Gvoke Hypo",8.9,40,31399.38,24577.96,6821.42
"MCOU","XX","72065012012",72065,120,"12",2020,3,FALSE,"Gvoke Hypo",44.2,218,134550.3,120716.3,13834
"FFSU","XX","72065012112",72065,121,"12",2020,3,FALSE,"Gvoke Hypo",58.6,153,87659.54,79426.49,8233.05
"MCOU","XX","72065012112",72065,121,"12",2020,3,FALSE,"Gvoke Hypo",336.6,809,463071.43,404885.5,58185.93
"FFSU","XX","72065013011",72065,130,"11",2020,3,FALSE,"Gvoke PFS",9,38,18170.77,17647.56,523.21
"MCOU","XX","72065013011",72065,130,"11",2020,3,FALSE,"Gvoke PFS",11.3,78,33923.1,29274.5,4648.6
"FFSU","XX","72065013012",72065,130,"12",2020,3,FALSE,"Gvoke PFS",14,28,39573.63,38518.7,1054.93
"MCOU","XX","72065013012",72065,130,"12",2020,3,FALSE,"Gvoke PFS",9.7,48,26321.14,23220.91,3100.23
"FFSU","XX","72065013111",72065,131,"11",2020,3,FALSE,"Gvoke PFS",39.6,115,54666.66,50116.22,4550.44
"MCOU","XX","72065013111",72065,131,"11",2020,3,FALSE,"Gvoke PFS",97.8,314,137673.54,119261.02,18412.52
"FFSU","XX","72065013112",72065,131,"12",2020,3,FALSE,"Gvoke PFS",34,77,47158.37,39935.14,7223.23
"MCOU","XX","72065013112",72065,131,"12",2020,3,FALSE,"Gvoke PFS",111,260,159173.66,138662.58,20511.08
"FFSU","XX","00002614511",2,6145,"11",2020,2,FALSE,"BAQSIMI",1825,1072,497268.22,461966.8,35301.42
"MCOU","XX","00002614511",2,6145,"11",2020,2,FALSE,"BAQSIMI",2742,1808,690103.18,650899.46,39203.72
"FFSU","XX","00002614527",2,6145,"27",2020,2,FALSE,"BAQSIMI",2427,1153,652659.92,605850.13,46809.79
"MCOU","XX","00002614527",2,6145,"27",2020,2,FALSE,"BAQSIMI",3843,1887,1000665.03,912447.94,88217.09
"FFSU","XX","00002803101",2,8031,"1",2020,2,FALSE,"GLUCAGON",13606.4,8882,3747955.23,3492479.01,255476.22
"MCOU","XX","00002803101",2,8031,"1",2020,2,FALSE,"GLUCAGON",30129.9,22262,8044736.78,7767531.25,277205.53
"FFSU","XX","00169706515",169,7065,"15",2020,2,FALSE,"GLUCAGEN",1853,1511,515028.71,499677.45,15351.26
"MCOU","XX","00169706515",169,7065,"15",2020,2,FALSE,"GLUCAGEN",2631,2094,757630.42,743983.49,13646.93
"MCOU","XX","00597005301",597,53,"1",2020,2,FALSE,"",11,11,1217.94,1217.94,0
"FFSU","XX","00597005345",597,53,"45",2020,2,FALSE,"GlucaGen 1",147.5,120,42422.57,24490.53,17932.04
"MCOU","XX","00597005345",597,53,"45",2020,2,FALSE,"GlucaGen 1",292,243,60043.67,56664.67,3379
"FFSU","XX","00597026010",597,260,"10",2020,2,FALSE,"GlucaGen D",354.004,313,85020.27,67875.31,17144.96
"MCOU","XX","00597026010",597,260,"10",2020,2,FALSE,"GlucaGen D",921,769,148970.37,123097.59,25872.78
"FFSU","XX","63323058282",63323,582,"82",2020,2,FALSE,"Glucagon E",174,136,50115.78,48747.17,1368.61
"MCOU","XX","63323058282",63323,582,"82",2020,2,FALSE,"Glucagon E",315,248,85817.26,85024.44,792.82
"FFSU","XX","63323059303",63323,593,"3",2020,2,FALSE,"Glucagon f",47,42,8992.37,8805.06,187.31
"MCOU","XX","63323059303",63323,593,"3",2020,2,FALSE,"Glucagon f",128,112,19651.69,17082.51,2569.18
"FFSU","XX","63323059403",63323,594,"3",2020,2,FALSE,"Glucagon 1",46,43,7935,7764.43,170.57
"MCOU","XX","63323059403",63323,594,"3",2020,2,FALSE,"Glucagon 1",145,123,54080.07,43660.33,10419.74
"MCOU","XX","63323059606",63323,596,"6",2020,2,FALSE,"",47,44,8654.48,8383.1,271.38
"FFSU","XX","63323059613",63323,596,"13",2020,2,FALSE,"Glucagon f",15,14,2694.55,2694.55,0
"MCOU","XX","63323059613",63323,596,"13",2020,2,FALSE,"Glucagon f",40,37,4696.75,4081.78,614.97
"MCOU","XX","63323059616",63323,596,"16",2020,2,FALSE,"Glucagon f",17,13,2737.67,2631.21,106.46
"FFSU","XX","72065013011",72065,130,"11",2020,2,FALSE,"Gvoke PFS",11.9,29,17919.15,17919.15,0
"MCOU","XX","72065013011",72065,130,"11",2020,2,FALSE,"Gvoke PFS",7.2,52,19871.74,18791.42,1080.32
"FFSU","XX","72065013012",72065,130,"12",2020,2,FALSE,"Gvoke PFS",5.6,20,15374.62,14880.1,494.52
"MCOU","XX","72065013012",72065,130,"12",2020,2,FALSE,"Gvoke PFS",9.3,45,25104.88,24129.02,975.86
"FFSU","XX","72065013111",72065,131,"11",2020,2,FALSE,"Gvoke PFS",27,79,46703.26,45973.83,729.43
"MCOU","XX","72065013111",72065,131,"11",2020,2,FALSE,"Gvoke PFS",93,278,124690.28,116568.56,8121.72
"FFSU","XX","72065013112",72065,131,"12",2020,2,FALSE,"Gvoke PFS",23.6,49,44753.74,24573.39,20180.35
"MCOU","XX","72065013112",72065,131,"12",2020,2,FALSE,"Gvoke PFS",105.6,232,144529.92,135622.28,8907.64
"FFSU","XX","00002614511",2,6145,"11",2020,1,FALSE,"BAQSIMI",2090,1188,578827.46,554211.37,24616.09
"MCOU","XX","00002614511",2,6145,"11",2020,1,FALSE,"BAQSIMI",2347,1583,580927.33,539079.69,41847.64
"FFSU","XX","00002614527",2,6145,"27",2020,1,FALSE,"BAQSIMI",2776,1314,753071.14,716966.66,36104.48
"MCOU","XX","00002614527",2,6145,"27",2020,1,FALSE,"BAQSIMI",3936,1948,1025807.29,922498.06,103309.23
"FFSU","XX","00002803101",2,8031,"1",2020,1,FALSE,"GLUCAGON",15896,10264,4379127.85,4082967.49,296160.36
"MCOU","XX","00002803101",2,8031,"1",2020,1,FALSE,"GLUCAGON",34900.801,25662,9353819.03,9004755.89,349063.14
"FFSU","XX","00169706515",169,7065,"15",2020,1,FALSE,"GLUCAGEN",2148,1770,593420.67,573599.33,19821.34
"MCOU","XX","00169706515",169,7065,"15",2020,1,FALSE,"GLUCAGEN",2660,2134,766646.08,750876.1,15769.98
"MCOU","XX","00597005301",597,53,"1",2020,1,FALSE,"",38,12,607.76,607.76,0
"FFSU","XX","00597005345",597,53,"45",2020,1,FALSE,"GlucaGen 1",141.5,126,38238.72,26773.71,11465.01
"MCOU","XX","00597005345",597,53,"45",2020,1,FALSE,"GlucaGen 1",368,317,63908.69,61693.36,2215.33
"FFSU","XX","00597026010",597,260,"10",2020,1,FALSE,"GlucaGen D",371.504,337,76919.76,59635.28,17284.48
"MCOU","XX","00597026010",597,260,"10",2020,1,FALSE,"GlucaGen D",1206.5,1036,238406.79,211793.97,26612.82
"FFSU","XX","63323058282",63323,582,"82",2020,1,FALSE,"Glucagon E",41,29,11649.61,11237.85,411.76
"MCOU","XX","63323058282",63323,582,"82",2020,1,FALSE,"Glucagon E",60,51,21555.03,19219.77,2335.26
"FFSU","XX","63323059303",63323,593,"3",2020,1,FALSE,"Glucagon f",79.6,71,13271.78,11125.7,2146.08
"MCOU","XX","63323059303",63323,593,"3",2020,1,FALSE,"Glucagon f",141,119,23916.23,21668.92,2247.31
"FFSU","XX","63323059403",63323,594,"3",2020,1,FALSE,"Glucagon 1",61.5,59,10091.46,10051.02,40.44
"MCOU","XX","63323059403",63323,594,"3",2020,1,FALSE,"Glucagon 1",183,166,57045.94,51965.82,5080.12
"FFSU","XX","63323059606",63323,596,"6",2020,1,FALSE,"",11,11,1881.24,1206.52,674.72
"MCOU","XX","63323059606",63323,596,"6",2020,1,FALSE,"",19,18,3581.61,3411.04,170.57
"MCOU","XX","63323059611",63323,596,"11",2020,1,FALSE,"Glucagon f",20,19,3991.86,3821.29,170.57
"FFSU","XX","63323059613",63323,596,"13",2020,1,FALSE,"Glucagon f",26,24,4775.43,4616.01,159.42
"MCOU","XX","63323059613",63323,596,"13",2020,1,FALSE,"Glucagon f",82,72,14416.41,11883.55,2532.86
"FFSU","XX","63323059616",63323,596,"16",2020,1,FALSE,"Glucagon f",13,13,2146.16,1989.93,156.23
"MCOU","XX","63323059616",63323,596,"16",2020,1,FALSE,"Glucagon f",32,31,3973.83,3600.1,373.73
"FFSU","XX","72065013011",72065,130,"11",2020,1,FALSE,"Gvoke PFS",4.9,28,14277.16,14045.72,231.44
"MCOU","XX","72065013011",72065,130,"11",2020,1,FALSE,"Gvoke PFS",9.5,47,26349.81,24852.62,1497.19
"MCOU","XX","72065013012",72065,130,"12",2020,1,FALSE,"Gvoke PFS",6.2,27,16158.34,15085.65,1072.69
"FFSU","XX","72065013111",72065,131,"11",2020,1,FALSE,"Gvoke PFS",23.6,77,43541.9,38698.58,4843.32
"MCOU","XX","72065013111",72065,131,"11",2020,1,FALSE,"Gvoke PFS",57.6,174,80770.51,73065.18,7705.33
"FFSU","XX","72065013112",72065,131,"12",2020,1,FALSE,"Gvoke PFS",19,39,23959.05,20298.95,3660.1
"MCOU","XX","72065013112",72065,131,"12",2020,1,FALSE,"Gvoke PFS",68.4,147,91913.11,75320.14,16592.97
"FFSU","XX","00002614511",2,6145,"11",2021,4,FALSE,"BAQSIMI",4709,2843,1285483.47,1215385.9,70097.57
"MCOU","XX","00002614511",2,6145,"11",2021,4,FALSE,"BAQSIMI",9729,6422,2602853.17,2518278.87,84574.3
"FFSU","XX","00002614527",2,6145,"27",2021,4,FALSE,"BAQSIMI",6230,3008,1717344.45,1597838.91,119505.54
"MCOU","XX","00002614527",2,6145,"27",2021,4,FALSE,"BAQSIMI",14374,7089,3815108.33,3581513.8,233594.53
"FFSU","XX","00002803101",2,8031,"1",2021,4,FALSE,"GLUCAGON",5148.2,3379,1385157.02,1350896.46,34260.56
"MCOU","XX","00002803101",2,8031,"1",2021,4,FALSE,"GLUCAGON",5881.5,4507,1561766.1,1514389.76,47376.34
"FFSU","XX","00169706515",169,7065,"15",2021,4,FALSE,"GLUCAGEN",1192.001,975,331078.34,318748.17,12330.17
"MCOU","XX","00169706515",169,7065,"15",2021,4,FALSE,"GLUCAGEN",3310,2334,917995.5,905258.47,12737.03
"FFSU","XX","00548585000",548,5850,"0",2021,4,FALSE,"GLUCAGON",5596.4,3864,1301980.13,1239920.36,62059.77
"MCOU","XX","00548585000",548,5850,"0",2021,4,FALSE,"GLUCAGON",18539.4,13585,4046407.2,3935258.69,111148.51
"MCOU","XX","00597005301",597,53,"1",2021,4,FALSE,"",26,22,5271.75,5271.75,0
"FFSU","XX","00597005345",597,53,"45",2021,4,FALSE,"GlucaGen 1",146,122,26350.23,23228.77,3121.46
"MCOU","XX","00597005345",597,53,"45",2021,4,FALSE,"GlucaGen 1",390.2,317,59044.61,53718.58,5326.03
"FFSU","XX","00597026010",597,260,"10",2021,4,FALSE,"GlucaGen D",476.402,426,88439.06,76441.27,11997.79
"MCOU","XX","00597026010",597,260,"10",2021,4,FALSE,"GlucaGen D",1248,1101,218678.48,199315.52,19362.96
"FFSU","XX","63323058282",63323,582,"82",2021,4,FALSE,"Glucagon E",273,209,63922.4,62156.27,1766.13
"MCOU","XX","63323058282",63323,582,"82",2021,4,FALSE,"Glucagon E",594,468,153645.48,148949.35,4696.13
"FFSU","XX","63323059303",63323,593,"3",2021,4,FALSE,"Glucagon f",95,77,16489.78,15324.34,1165.44
"MCOU","XX","63323059303",63323,593,"3",2021,4,FALSE,"Glucagon f",222,206,36750.62,31562.74,5187.88
"FFSU","XX","63323059403",63323,594,"3",2021,4,FALSE,"Glucagon 1",60.4,55,16436.89,9654.35,6782.54
"MCOU","XX","63323059403",63323,594,"3",2021,4,FALSE,"Glucagon 1",157,139,25525.7,23900.25,1625.45
"FFSU","XX","63323059606",63323,596,"6",2021,4,FALSE,"",14,14,3063.75,1761.32,1302.43
"MCOU","XX","63323059606",63323,596,"6",2021,4,FALSE,"",59,54,10120.5,8850.8,1269.7
"FFSU","XX","63323059608",63323,596,"8",2021,4,FALSE,"Glucagon f",38,35,5878.27,5467.42,410.85
"MCOU","XX","63323059608",63323,596,"8",2021,4,FALSE,"Glucagon f",14,13,5426.38,5426.38,0
"FFSU","XX","63323059613",63323,596,"13",2021,4,FALSE,"Glucagon f",17,15,5344.05,2387.2,2956.85
"MCOU","XX","63323059613",63323,596,"13",2021,4,FALSE,"Glucagon f",45,40,9101.35,6701.62,2399.73
"FFSU","XX","63323059616",63323,596,"16",2021,4,FALSE,"Glucagon f",16,11,1780.59,1780.59,0
"MCOU","XX","63323059616",63323,596,"16",2021,4,FALSE,"Glucagon f",42,35,4218.93,3810.11,408.82
"FFSU","XX","72065012012",72065,120,"12",2021,4,FALSE,"Gvoke Hypo",36,168,99723.78,84980.22,14743.56
"MCOU","XX","72065012012",72065,120,"12",2021,4,FALSE,"Gvoke Hypo",93,439,260732.84,246116.33,14616.51
"FFSU","XX","72065012111",72065,121,"11",2021,4,FALSE,"Gvoke Hypo",45.4,152,63747.64,58763.14,4984.5
"MCOU","XX","72065012111",72065,121,"11",2021,4,FALSE,"Gvoke Hypo",100,348,144958.64,138392.11,6566.53
"FFSU","XX","72065012112",72065,121,"12",2021,4,FALSE,"Gvoke Hypo",243,584,344188.91,298338.51,45850.4
"MCOU","XX","72065012112",72065,121,"12",2021,4,FALSE,"Gvoke Hypo",660.6,1599,932671.19,873423.05,59248.14
"FFSU","XX","72065013011",72065,130,"11",2021,4,FALSE,"Gvoke PFS",10.5,29,31127.05,30558.11,568.94
"MCOU","XX","72065013011",72065,130,"11",2021,4,FALSE,"Gvoke PFS",8.1,60,23550.81,23550.81,0
"MCOU","XX","72065013012",72065,130,"12",2021,4,FALSE,"Gvoke PFS",4.6,21,12343.2,12343.2,0
"FFSU","XX","72065013111",72065,131,"11",2021,4,FALSE,"Gvoke PFS",39,91,54768.77,47082.24,7686.53
"MCOU","XX","72065013111",72065,131,"11",2021,4,FALSE,"Gvoke PFS",86.2,264,115373.87,111446.26,3927.61
"FFSU","XX","72065013112",72065,131,"12",2021,4,FALSE,"Gvoke PFS",17.4,31,18661.62,18158.64,502.98
"MCOU","XX","72065013112",72065,131,"12",2021,4,FALSE,"Gvoke PFS",67.8,167,94394.81,89320.89,5073.92
"FFSU","XX","80644001201",80644,12,"1",2021,4,FALSE,"ZEGALOGUE",34.8,21,17528.61,16972.52,556.09
"MCOU","XX","80644001201",80644,12,"1",2021,4,FALSE,"ZEGALOGUE",33.6,33,24675.13,24675.13,0
"MCOU","XX","80644001202",80644,12,"2",2021,4,FALSE,"ZEGALOGUE",36.6,32,18165.7,17587.12,578.58
"FFSU","XX","00002614511",2,6145,"11",2021,3,FALSE,"BAQSIMI",4767,2857,1293568.1,1198059.82,95508.28
"MCOU","XX","00002614511",2,6145,"11",2021,3,FALSE,"BAQSIMI",10526,6884,2789107.58,2666583.29,122524.29
"FFSU","XX","00002614527",2,6145,"27",2021,3,FALSE,"BAQSIMI",6733,3234,1850818.07,1709471.23,141346.84
"MCOU","XX","00002614527",2,6145,"27",2021,3,FALSE,"BAQSIMI",16547,8133,4375701.93,4052418.75,323283.18
"FFSU","XX","00002803101",2,8031,"1",2021,3,FALSE,"GLUCAGON",6483,4279,1737158.08,1683498.95,53659.13
"MCOU","XX","00002803101",2,8031,"1",2021,3,FALSE,"GLUCAGON",8397.501,6355,2241225.09,2157370.42,83854.67
"FFSU","XX","00169706515",169,7065,"15",2021,3,FALSE,"GLUCAGEN",1491.5,1201,413578.4,396409.47,17168.93
"MCOU","XX","00169706515",169,7065,"15",2021,3,FALSE,"GLUCAGEN",4459,3140,1245596.38,1227618.66,17977.72
"FFSU","XX","00548585000",548,5850,"0",2021,3,FALSE,"GLUCAGON",6370,4312,1488392.78,1403960.37,84432.41
"MCOU","XX","00548585000",548,5850,"0",2021,3,FALSE,"GLUCAGON",22774.2,16357,5032856.07,4866859.19,165996.88
"MCOU","XX","00597005301",597,53,"1",2021,3,FALSE,"",29,24,3617.99,3144.34,473.65
"FFSU","XX","00597005345",597,53,"45",2021,3,FALSE,"GlucaGen 1",136.5,122,29591.77,26098.29,3493.48
"MCOU","XX","00597005345",597,53,"45",2021,3,FALSE,"GlucaGen 1",392,337,55556.24,49432.46,6123.78
"FFSU","XX","00597026010",597,260,"10",2021,3,FALSE,"GlucaGen D",442.5,395,115137.3,66044.91,49092.39
"MCOU","XX","00597026010",597,260,"10",2021,3,FALSE,"GlucaGen D",1269.5,1131,269041.59,250134.99,18906.6
"FFSU","XX","63323058282",63323,582,"82",2021,3,FALSE,"Glucagon E",376,283,98234.38,96152.55,2081.83
"MCOU","XX","63323058282",63323,582,"82",2021,3,FALSE,"Glucagon E",848,646,222379.02,218639.51,3739.51
"FFSU","XX","63323059303",63323,593,"3",2021,3,FALSE,"Glucagon f",76,67,17855.24,13087.15,4768.09
"MCOU","XX","63323059303",63323,593,"3",2021,3,FALSE,"Glucagon f",216.5,197,61328.72,36182.05,25146.67
"FFSU","XX","63323059403",63323,594,"3",2021,3,FALSE,"Glucagon 1",61,57,12844.52,9945.98,2898.54
"MCOU","XX","63323059403",63323,594,"3",2021,3,FALSE,"Glucagon 1",180,166,52681.61,44103.85,8577.76
"FFSU","XX","63323059606",63323,596,"6",2021,3,FALSE,"",13,13,1833.65,1664.61,169.04
"MCOU","XX","63323059606",63323,596,"6",2021,3,FALSE,"",32,32,6028.71,5460.87,567.84
"FFSU","XX","63323059608",63323,596,"8",2021,3,FALSE,"Glucagon f",32,29,4747.35,4193.69,553.66
"MCOU","XX","63323059608",63323,596,"8",2021,3,FALSE,"Glucagon f",21,20,3887.67,3887.67,0
"MCOU","XX","63323059611",63323,596,"11",2021,3,FALSE,"Glucagon f",17,16,2689.27,2547.31,141.96
"FFSU","XX","63323059613",63323,596,"13",2021,3,FALSE,"Glucagon f",17,17,3040.29,3039.29,1
"MCOU","XX","63323059613",63323,596,"13",2021,3,FALSE,"Glucagon f",117,104,19461.4,16418.41,3042.99
"FFSU","XX","63323059616",63323,596,"16",2021,3,FALSE,"Glucagon f",14,14,3273.52,2256.27,1017.25
"MCOU","XX","63323059616",63323,596,"16",2021,3,FALSE,"Glucagon f",37,36,4296.51,4012.59,283.92
"FFSU","XX","72065012012",72065,120,"12",2021,3,FALSE,"Gvoke Hypo",32.4,145,90085.02,72895.44,17189.58
"MCOU","XX","72065012012",72065,120,"12",2021,3,FALSE,"Gvoke Hypo",88.9,425,248329.08,223976.86,24352.22
"FFSU","XX","72065012111",72065,121,"11",2021,3,FALSE,"Gvoke Hypo",30,97,41148.68,37537.02,3611.66
"MCOU","XX","72065012111",72065,121,"11",2021,3,FALSE,"Gvoke Hypo",66.8,216,89906.6,83659.03,6247.57
"FFSU","XX","72065012112",72065,121,"12",2021,3,FALSE,"Gvoke Hypo",197.2,476,266712.99,226368.63,40344.36
"MCOU","XX","72065012112",72065,121,"12",2021,3,FALSE,"Gvoke Hypo",592.6,1502,809555.34,749706.68,59848.66
"FFSU","XX","72065013011",72065,130,"11",2021,3,FALSE,"Gvoke PFS",8.4,29,23483.24,22779.39,703.85
"MCOU","XX","72065013011",72065,130,"11",2021,3,FALSE,"Gvoke PFS",6.7,43,18287.24,18044.81,242.43
"FFSU","XX","72065013012",72065,130,"12",2021,3,FALSE,"Gvoke PFS",2.4,12,6277.05,5189.85,1087.2
"MCOU","XX","72065013012",72065,130,"12",2021,3,FALSE,"Gvoke PFS",15,43,40845.21,34880.95,5964.26
"FFSU","XX","72065013111",72065,131,"11",2021,3,FALSE,"Gvoke PFS",31.6,92,43739.39,38151.45,5587.94
"MCOU","XX","72065013111",72065,131,"11",2021,3,FALSE,"Gvoke PFS",87.802,296,113249.12,104186.18,9062.94
"FFSU","XX","72065013112",72065,131,"12",2021,3,FALSE,"Gvoke PFS",28.4,48,31501.69,27179.58,4322.11
"MCOU","XX","72065013112",72065,131,"12",2021,3,FALSE,"Gvoke PFS",90.4,217,122227.13,112581.92,9645.21
"FFSU","XX","00002614511",2,6145,"11",2021,2,FALSE,"BAQSIMI",3691,2203,1010197.94,925490.55,84707.39
"MCOU","XX","00002614511",2,6145,"11",2021,2,FALSE,"BAQSIMI",6883,4639,1813770.16,1743636.89,70133.27
"FFSU","XX","00002614527",2,6145,"27",2021,2,FALSE,"BAQSIMI",5115,2475,1406154.37,1292056.36,114098.01
"MCOU","XX","00002614527",2,6145,"27",2021,2,FALSE,"BAQSIMI",11080.002,5449,2920915.04,2721179.92,199735.12
"FFSU","XX","00002803101",2,8031,"1",2021,2,FALSE,"GLUCAGON",6261,4260,1711437.68,1646732.03,64705.65
"MCOU","XX","00002803101",2,8031,"1",2021,2,FALSE,"GLUCAGON",8593.703,6647,2256383.81,2174260.3,82123.51
"FFSU","XX","00169706515",169,7065,"15",2021,2,FALSE,"GLUCAGEN",1609,1312,442902.81,433614.77,9288.04
"MCOU","XX","00169706515",169,7065,"15",2021,2,FALSE,"GLUCAGEN",4088,3111,1155133.12,1138603.47,16529.65
